WorkTime,BoardID,Barcode,Result,NGType,TackTime,DefectCount,UserOKCount,WarnCount,ArrayDefectCount,ArrayUserokCount,ArrayWarnCount,ArrayGoodCount,ParticleDefect,ParticleUserOK,ParticleWarn,Squeegee,LotNo,OperatorID,LineNo,BarcodeBadmark,Vendor,JigCode,cpk_volume,cpk_area,cpk_height,cpk_offsetx,cpk_offsety,cp_volume,cp_area,cp_height,cp_offsetx,cp_offsety,usl_volume,lsl_volume,usl_area,lsl_area,usl_height,lsl_height,usl_offset,avg_volume,min_volume,max_volume,avg_area,min_area,max_area,avg_height,min_height,max_height,avg_offsetx,min_offsetx,max_offsetx,avg_offsety,min_offsety,max_offsety,Gram,sigma_volume,sigma_area,sigma_height,sigma_offsetx,sigma_offsety,mask_theta,mask_offsetx,ShrinkX,ShrinkY,Vendor_Pos,pathname,Warpage,WarpageParam,ConfirmID,ConfirmName,Comment
2023-05-31 13:58:59,26998,,Good,Missing,6.0,0,,0,0,,0,20,,,,Rear,,,SMT01,,G220N0P0,,2.0875,3.3964,-0.6563,-1676.78,-1831.0275,2.3321583063004,8.04133922728063,1.27493915144936,-838.266247247055,-914.716897092401,175,40,300,50,150,50,25,100.4187,81.0791,130.899,102.7966,90.9313,116.52,175.7368,141.622,211.531,17.62239,0.0196776,30.8509,-18.53588,-48.1097,-0.0415986,,9.647716,5.181558,13.07252,9.936182,9.105731,,,,,,,,,,,
2023-05-31 13:59:23,26999,,Good,Missing,5.0,0,,0,0,,0,20,,,,Front,,,SMT01,,G220N0P0,,1.979,3.5378,-0.5574,-2170.5594,-1804.067,2.21340432350564,8.0638852746947,1.25900323179575,-1085.15586541442,-901.350305955513,175,40,300,50,150,50,25,100.3528,72.7102,136.999,104.8395,93.807,122.041,172.1346,120.705,207.706,19.29621,0.341542,30.7077,-12.87921,-30.2865,14.7015,,10.16534,5.167071,13.23799,7.675548,9.240765,,,,,,,,,,,
