WorkTime,BoardID,Barcode,Result,NGType,TackTime,DefectCount,UserOKCount,WarnCount,ArrayDefectCount,ArrayUserokCount,ArrayWarnCount,ArrayGoodCount,ParticleDefect,ParticleUserOK,ParticleWarn,Squeegee,LotNo,OperatorID,LineNo,BarcodeBadmark,Vendor,JigCode,cpk_volume,cpk_area,cpk_height,cpk_offsetx,cpk_offsety,cp_volume,cp_area,cp_height,cp_offsetx,cp_offsety,usl_volume,lsl_volume,usl_area,lsl_area,usl_height,lsl_height,usl_offset,avg_volume,min_volume,max_volume,avg_area,min_area,max_area,avg_height,min_height,max_height,avg_offsetx,min_offsetx,max_offsetx,avg_offsety,min_offsety,max_offsety,Gram,sigma_volume,sigma_area,sigma_height,sigma_offsetx,sigma_offsety,mask_theta,mask_offsetx,ShrinkX,ShrinkY,Vendor_Pos,pathname,Warpage,WarpageParam,ConfirmID,ConfirmName,Comment
2023-05-31 12:40:14,26976,,Good,Missing,4.0,0,,0,0,,0,20,,,,Rear,,,SMT01,,G800N0P0,,1.6624,8.1056,1.1349,-1801.6678,-2447.2497,3.02106050193148,12.2466679739733,1.76045025578319,-900.567090506968,-1223.42883181797,200,40,200,50,200,50,25,84.02277,59.3107,116.203,99.63982,92.6903,114.063,151.6498,109.553,189.601,10.1941,-25.6273,30.8409,16.99312,-1.3932,30.8715,,8.826922,2.041372,14.20091,9.248801,6.808051,,,,,,,,,,,
